VARIABLES	"Variable
Name"	Model Generated	Monetary	Default Variable	"Default
Value"	"Automatic
Label"																												
	tintcrg_s	1	1	n/a	1E-13	tax : income tax : tax credit : regional government : simulated	regional tax credit	-	-	-		-	-		tax : income tax : tax credit : regional government : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcrh_s	1	1	n/a	1E-13	tax : income tax : tax credit : retirement home : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	retirement home tax credit	-	-	-	-	-	
	tintcri_s	1	1	n/a	1E-13	tax : income tax : tax credit : replacement income : simulated	tax credit for replacement income	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcrt_s	1	1	n/a	1E-13	tax : income tax : tax credit : rent : simulated	-	-	-	-		-	-		TAX Main residence rent tax credit (Deducción por alquiler de vivienda habitual)	-	rent tax credit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcrtrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : rent : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for rent (deduccion autonomica de cuota por alquiler)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcse_s	1	1	n/a	1E-13	tax : income tax : tax credit : self-employed : simulated	-	Personal Tax credit for self-employment income	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcsp_s	1	1	n/a	1E-13	tax : income tax : tax credit : spouse : simulated	-	Tax credit for dependent spouse	-	-		-	-	spouse exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcst_s	1	1	n/a	1E-13	tax : income tax : tax credit : student : simulated	-	-	-	-		-	-	student exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintctu_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : tuition : simulated	-	-	-	-		-	-			-	education expenses tax credit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcuf_s	1	1	n/a	1E-13	tax : income tax : tax credit : labour union fee : simulated	-	-	-	-		-	-			-	-	-	Tax credit - Union fee	-	-	-	-	-	-	Tax credit - Union fee	-	-	-	-	-	-	-	
	tintcui_s	1	1	n/a	1E-13	tax : income tax : tax credit : unemployment insurance : simulated	-	-	-	-		-	-			-	-	-	Tax credit - Unemployment insurance fund	-	-	-	-	-	-	Tax credit - Unemployment insurance fund	-	-	-	-	-	-	-	
	tintcwd_s	1	1	n/a	1E-13	tax : income tax : tax credit : widow : simulated	-	-	-	-		-	-			-	-	-	-	-	widowed tax credit	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcwmrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : working mother : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for working mother (deduccion autonomica de cuota por madre trabajadora)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintp_s	1	0	n/a	1E-13	tax : income tax : type : simulated	-	-	-	-	"income tax, type of taxation (ind or joint)"	-	-		tax : income tax : type : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintrch_s	1	1	n/a	1E-13	tax : income tax : refund tax credit : child : simulated	-	-	-	-		-	-	Refundable child tax credit		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tints_s	1	1	n/a	1E-13	tax : income tax : schedule : simulated	-	-	-	-	tax : income tax : schedule : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintsit_s	1	1	n/a	1E-13	tax : income tax : schedule : individual taxation : simulated	-	-	-	-	tax : income tax : schedule : individual taxation : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintsjt_s	1	1	n/a	1E-13	tax : income tax : schedule : joint taxation : simulated	-	-	-	-	tax : income tax : schedule : joint taxation : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintsna_s	1	1	n/a	1E-13	tax : income tax : schedule : national government : simulated	-	National Income tax schedule 	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinty_s	1	1	n/a	1E-13	tax : income tax : taxable income : simulated	-	-	-	-		-	-	Effective taxable income	TAX taxable income (renta tributable)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintyjt_s	1	1	n/a	1E-13	tax : income tax : taxable income : joint taxation : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwh_s	1	1	n/a	1E-13	tax : income tax : withholding : simulated	-	-	withholding income tax (kinnipeetud tulumaks)	-		-	-			withholding income tax	withholding tax on benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwhtace_s	1	1	n/a	1E-13	tax : income tax : withholding : tax allowance : cost of earnings : simulated	cost of earnings deduction withholding tax	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwhtasp_s	1	1	n/a	1E-13	tax : income tax : withholding : tax allowance : spouse : simulated	income transfer between spouses in case of withholding tax	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwhtb_s	1	1	n/a	1E-13	tax : income tax : withholding : tax base : simulated	tax base for withholding tax	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwhtc_s	1	1	n/a	1E-13	tax : income tax : withholding : tax credit : simulated	withholding tax: tax credit	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinwhts_s	1	1	n/a	1E-13	tax : income tax : withholding : schedule : simulated	base amount withholding tax	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tis	0	1	n/a	0	tax : income tax and sics	income tax plus contributions	-	-	-	tax : income tax and sics	income tax plus contributions (dohodnina in prispevki za socialno varnost)	-	Tax on income and social contributions of the household (Dan z prijmu a odvody na socialni pojisteni domacnosti)	TAX income tax plus contributions (IRPF mas cotizaciones)	-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax and sics	-	income tax plus contributions	income tax plus contributions	-	-	
	tispy	0	1	n/a	0	tax : income tax and sics : previous year	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tkt_s	1	1	n/a	1E-13	tax : capital taxation : simulated	-	-	-	-	tax : capital taxation : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tmu	0	1	n/a	0	tax : municipal government	-	-	-	-		-	-			-	-	Council Tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tmu01	0	1	n/a	1E-13	tax : municipal government : 01	-	-	-	-		-	-			-	-	Council Tax (imputed)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tmu02	0	1	n/a	1E-13	tax : municipal government : 02	-	-	-	-		-	-			-	-	Council Tax (Missing imputed)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpa_s	1	1	n/a	1E-13	tax : payroll tax : simulated	-	-	-	-		payroll tax	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpcctpi_s	1	1	n/a	0.0000000000001	tax : comp prvt ctrb : credited contributions : pension insurance : simulated	-	-	credited contributions: pension (2nd pillar)	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpcee	0	1	n/a	0.0000000000001	tax : comp prvt ctrb : employee	-	Pension Private Contributions (Fondo aziendale)	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpcee_s	1	1	n/a	0.0000000000001	tax : comp prvt ctrb : employee : simulated	-	-	-	-		-	-			-	-	Private pension contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpceepi	0	1	n/a	0	tax : comp prvt ctrb : employee : pension insurance	-	-	-	-		-	-			-	-	-	-	-	superannuation	-	-	-	-	-	-	-	-	-	-	-	-	
	tpceepi_s	1	1	n/a	1E-13	tax : comp prvt ctrb : employee : pension insurance : simulated	-	-	employee SIC: funded pension contribution	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpceepx	0	0	n/a	0.0000000000001	tax : comp prvt ctrb : employee : proportional amount	-	-	-	-		-	-			-	-	Private pension contribution rate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpcpe	0	1	n/a	0	tax : comp prvt ctrb : pensioner	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpcsepi_s	1	1	n/a	1E-13	tax : comp prvt ctrb : self-employed : pension insurance : simulated	-	-	self-employed SIC: funded pension contribution	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tpr	0	1	n/a	0	tax : property tax	-	Local Property tax (ICI)	land tax (maamaks)	-	tax : property tax	property tax (davek na premoženje)	-	Property tax (Dan z nemovitosti)	TAX property tax (impuesto de propiedades)	property/wealth taxes	property tax	-	-	-	-	-	-	-	-	-	-	-	-	property tax 	property tax 	-	-	
	tprhm_s	1	1	n/a	1E-13	tax : property tax : home owner : simulated	advance levy on immovable property	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscbesi_s	1	1	n/a	1E-13	tax : sic : on benefit : sickness : simulated	-	-	-	-		-	-			-	contributions by people on benefits: sickness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfa	0	1	n/a	0	tax : sic : credited contributions : family	-	-	-	-		credited social contributions up to full working time for parents working part-time (pravica do pla?ila prispevkov iz naslova krajšega delovnega ?asa)	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfa01_s	1	1	n/a	0	tax : sic : credited contributions : family : 01 : simulated	-	-	-	-		credited employee contributions up to full working time for parents working part-time (pravica do pla?ila prispevkov iz naslova krajšega delovnega ?asa)	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfa02_s	1	1	n/a	0	tax : sic : credited contributions : family : 02 : simulated	-	-	-	-		credited employer contributions up to full working time for parents working part-time (pravica do pla?ila prispevkov iz naslova krajšega delovnega ?asa)	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfa03_s	1	1	n/a	0	tax : sic : credited contributions : family : 03 : simulated	-	-	-	-		credited employee social contributions for parents who exit labour market	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfa04_s	1	1	n/a	0	tax : sic : credited contributions : family : 04 : simulated	-	-	-	-		credited employer social contributions for parents who exit labour market	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctfamy	0	0	n/a	0	tax : sic : credited contributions : family : months per year	-	-	-	-		no. of months paying social contributions up to full working time for parents working part-time (število mesecev od prejemanja pla?ila prispevkov iz naslova krajšega delovnega ?asa)	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsccthl01_s	1	1	n/a	0	tax : sic : credited contributions : health : 01 : simulated	-	-	-	-		credited health insurance contributions paid from pensions	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsccthl02_s	1	1	n/a	0	tax : sic : credited contributions : health : 02 : simulated	-	-	-	-		credited health insurance contributions paid from unemployment assistance	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsccthl_s	1	1	n/a	1E-13	tax : sic : credited contributions : health : simulated	-	-	credited contributions: health	-		-	-			credited contributions: health	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctpi_s	1	1	n/a	0.0000000000001	tax : sic : credited contributions : pension insurance : simulated	-	-	credited contributions: pension (1st pillar)	-		-	-			credited contributions: pension	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscctui_s	1	1	n/a	0.0000000000001	tax : sic : credited contributions : unemployment insurance : simulated	-	-	-	-		-	-			credited contributions: unemployment	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscdb_s	1	1	n/a	1E-13	tax : sic : disabled : simulated	SICs on disability benefits	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscee	0	1	n/a	0	tax : sic : employee	employee social contribution	-	-	-			-	Social Insurance Contribution of employee (Odvod socialniho pojisteni zamestnance)	SIC employee social contribution (cotizacion social del empleado)	-	-	-	employee social contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscee_s	1	1	n/a	1E-13	tax : sic : employee : simulated	employee SICs	employee SIC (total)	-	employee social insurance contributions (total)	tax : sic : employee : simulated	-	Employee SICs	Social Insurance Contribution of employee (Odvod socialniho pojisteni zamestnance)	SIC employee social contribution (cotizacion social del empleado)	-	-	employee SICs	-	-	-	-	-	-	-	-	-	tax : sic : employee : simulated	-	employee SICs	employee SICs	-	-	
	tsceedi_s	1	1	n/a	1E-13	tax : sic : employee : disability insurance : simulated	-	-	-	-	tax : sic : employee : disability insurance : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceefa_s	1	1	n/a	1E-13	tax : sic : employee : family : simulated	-	-	-	-		-	-			-	employee SIC: family benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceehl_s	1	1	n/a	1E-13	tax : sic : employee : health : simulated	-	-	-	Employee Social Insurance Contribution  - Health	tax : sic : employee : health : simulated	"employee social contributions, health"	-	Social Insurance Contribution of employee: health		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceeml_s	1	1	n/a	1E-13	tax : sic : employee : maternity leave insurance : simulated	-	-	-	-		"employee social contributions, maternity leave"	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceemy_s	1	0	n/a	1E-13	tax : sic : employee : months per year : simulated	-	-	-	-		-	-		SIC number of employee contributions per year	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceeot_s	1	1	n/a	1E-13	tax : sic : employee : other : simulated	-	-	-	-		-	-			-	employee SIC: other benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceepi_s	1	1	n/a	1E-13	tax : sic : employee : pension insurance : simulated	-	Employee SICs for pension funds (IVS)	-	Employee Social Insurance Contribution  -Pension 	tax : sic : employee : pension insurance : simulated	"employee social contributions, pension"	-	Social Insurance Contribution of employee: pension		employee SIC: pension	employee SIC: pension	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceepigr_s	1	1	n/a	1E-13	tax : sic : employee : pension insurance : gross : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceerd_s	1	1	n/a	1E-13	tax : sic : employee : reduction : simulated	employee sic reduction (workbonus)	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceesf_s	1	1	n/a	0.0000000000001	tax : sic : employee : salary protection fund : simulated	-	Employee SICs for redundancy fund	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceesi_s	1	1	n/a	1E-13	tax : sic : employee : sickness : simulated	-	-	-	-		-	-	Social Insurance Contribution of employee: sickness		employee SIC: sickness & maternity	employee SIC: sickness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceesp_s	1	1	n/a	1E-13	tax : sic : employee : spouse : simulated	special/complementary SIC contribution	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceetp_s	1	1	n/a	1E-13	tax : sic : employee : type : simulated	-	-	-	-	tax : sic : employee : type : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsceeui_s	1	1	n/a	1E-13	tax : sic : employee : unemployment insurance : simulated	-	-	employee SIC: unemployment	-		"employee social contributions, unemployment"	-	Social Insurance Contribution of employee: unemployment		-	employee SIC: unemployment	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscer	0	1	n/a	0	tax : sic : employer	employer social contribution	-	-	-		employer social contribution	-	Social Insurance Contribution of employer (Odvod socialniho pojisteni zamestnavatele)	SIC employee social contribution (cotizacion social del empleador)	-	-	-	employer social contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscer00_s	1	1	n/a	1E-13	tax : sic : employer : main/basic : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Annual Holidays fund	-	-	
	tscer01_s	1	1	n/a	1E-13	tax : sic : employer : 01 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Redundancy Fund	-	-	
	tscer02_s	1	1	n/a	1E-13	tax : sic : employer : 02 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Human resources fund	-	-	
	tscer03_s	1	1	n/a	1E-13	tax : sic : employer : 03 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Social Insurance fund	-	-	
	tscer04_s	1	1	n/a	1E-13	tax : sic : employer : 04 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Social Cohesion Fund	-	-	
	tscer_s	1	1	n/a	1E-13	tax : sic : employer : simulated	-	employer SIC (total)	-	employer social insurance contributions (total)	tax : sic : employer : simulated	-	Employer SICs	Social Insurance Contribution of employer (Odvod socialniho pojisteni zamestnavatele)	SIC employer social contribution (cotizacion social del empleador)	-	-	-	-	-	-	-	-	-	-	-	-	tax : sic : employer : simulated	-	employer SICs	employer SICs	-	-	
	tscerac_s	1	1	n/a	1E-13	tax : sic : employer : accident : simulated	-	-	-	-	tax : sic : employer : accident : simulated	-	-			employer SIC: empl. injuries etc	-	-	Employer SIC: Work injury insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerci_s	1	1	n/a	0.0000000000001	tax : sic : employer : care insurance : simulated	-	-	-	-		-	-			-	-	-	Employer SIC: Life insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerdc_s	1	1	n/a	1E-13	tax : sic : employer : daycare : simulated	employer sic daycare	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerdi_s	1	1	n/a	1E-13	tax : sic : employer : disability insurance : simulated	-	-	-	-	tax : sic : employer : disability insurance : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscered_s	1	1	n/a	1E-13	tax : sic : employer : educational leave : simulated	employer sic educational leave	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerei_s	1	1	n/a	1E-13	tax : sic : employer : employer insolvency : simulated	employer sic company closing fund	-	-	-	tax : sic : employer : employer insolvency : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerfa_s	1	1	n/a	1E-13	tax : sic : employer : family : simulated	employer sic contribution family allowances	employer SIC (family benefits)	-	-		-	-			-	employer SIC: family benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerhe_s	1	1	n/a	1E-13	tax : sic : employer : holiday earnings : simulated	employer sic holiday earnings	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerhl_s	1	1	n/a	1E-13	tax : sic : employer : health : simulated	-	-	employer SIC: health	Employer Social Insurance Contribution  - Health		"employer social contributions, health"	-	Social Insurance Contribution of employer: health		employer SIC: health	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerir_s	1	1	n/a	1E-13	tax : sic : employer : integration/(re)employment : simulated	employer sic integration/(re)employment vulnerable groups	-	-	-		-	-			-	-	-	Employer SIC: Labour market contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerml_s	1	1	n/a	1E-13	tax : sic : employer : maternity leave insurance : simulated	-	-	-	-		"employer social contributions, maternity leave"	-			-	-	-	Employer SIC: Parental leave programme	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerot_s	1	1	n/a	1E-13	tax : sic : employer : other : simulated	-	-	-	-		-	-			-	employer SIC: other benefits	-	Employer SIC: Special wage tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerpi_s	1	1	n/a	1E-13	tax : sic : employer : pension insurance : simulated	-	employer SIC (pension)	employer SIC: pension	Employer Social Insurance Contribution  -Pension 	tax : sic : employer : pension insurance : simulated	"employer social contributions, pension"	-	Social Insurance Contribution of employer: pension		employer SIC: pension	employer SIC: pension	-	Employer SIC: Retirement benefit programme	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerrd_s	1	1	n/a	1E-13	tax : sic : employer : reduction : simulated	reduction employer's SIC	-	-	-		-	-			-	-	-	Employer SIC: reduction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscersf_s	1	1	n/a	1E-13	tax : sic : employer : salary protection fund : simulated	employer sic wage moderation	employer SIC (salary protect fund)	-	-		-	-			employer SIC: guarantee fund	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscersi_s	1	1	n/a	1E-13	tax : sic : employer : sickness : simulated	-	employer SIC (sickness)	-	-		-	-	Social Insurance Contribution of employer: sickness		employer SIC: sickness & maternity	employer SIC: sickness	-	Employer SIC: Sickness insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscersv_s	1	1	n/a	0.0000000000001	tax : sic : employer : severance pay : simulated	-	employer SIC (severance pay)	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscertp_s	1	1	n/a	1E-13	tax : sic : employer : type : simulated	-	-	-	-	tax : sic : employer : type : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscerui_s	1	1	n/a	1E-13	tax : sic : employer : unemployment insurance : simulated	-	employer SIC (unemployment)	employer SIC: unemployment	-	tax : sic : employer : unemployment insurance : simulated	"employer social contributions, unemployment"	-	Social Insurance Contribution of employer: unemployment		employer SIC: unemployment	employer SIC: unemployment	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscfr_s	1	1	n/a	1E-13	tax : sic : farmer : simulated	-	-	-	-	farmer social insurance contribution	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscfrot_s	1	1	n/a	0.0000000000001	tax : sic : farmer : other : simulated	-	-	-	-		-	-			-	farmers SIC: other	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscfrpi_s	1	1	n/a	1E-13	tax : sic : farmer : pension insurance : simulated	-	-	-	-		-	-			-	farmers SIC: pension	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscfrsi_s	1	1	n/a	1E-13	tax : sic : farmer : sickness : simulated	-	-	-	-		-	-			-	farmers SIC: sickness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscgv_s	1	1	n/a	1E-13	tax : sic : state/government : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Government contribution	-	-	
	tschl00_s	1	1	n/a	1E-13	tax : sic : health : main/basic : simulated	-	-	-	-		-	-			-	-	-	-	Earnings-related health insurance contributions	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschl01_s	1	1	n/a	1E-13	tax : sic : health : 01 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschl02_s	1	1	n/a	1E-13	tax : sic : health : 02 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschl03_s	1	1	n/a	1E-13	tax : sic : health : 03 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschl_s	1	1	n/a	1E-13	tax : sic : health : simulated	-	-	-	-		-	-			-	-	-	-	Combined health insurance contributions	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschlfx_s	1	1	n/a	1E-13	tax : sic : health : fixed amount : simulated	-	-	-	-		-	-			-	-	-	-	Fixed health insurance contribution 	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tschlgv_s	1	1	n/a	1E-13	tax : sic : health : state/government : simulated	-	-	-	-		-	-	"State funded public health insurance contributions (students, pensioners, children, etc.)"		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaee_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employee : simulated	-	-	-	-	"sic on maternity leave, employee "	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaeedi_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employee : disability insurance : simulated	-	-	-	-	"sic on maternity leave, employee disability contribution"	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaeepi_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employee : pension insurance : simulated	-	-	-	-	"sic on maternity leave, employee retirement contribution"	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaer_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employer : simulated	-	-	-	-	"sic on maternity leave, employer "	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaerdi_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employer : disability insurance : simulated	-	-	-	-	"sic on maternity leave, employer disability contribution"	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscmaerpi_s	1	1	n/a	1E-13	tax : sic : on maternity leave : employer : pension insurance : simulated	-	-	-	-	"sic on maternity leave, employer retirement contribution"	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscot_s	1	1	n/a	1E-13	tax : sic : other : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Social contributions to the solidarity fund	-	
	tscpcpi_s	1	1	n/a	1E-13	tax : sic : comp prvt ctrb : pension insurance : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2nd pension pillar component	-	
	tscpe_s	1	1	n/a	1E-13	tax : sic : pensioner : simulated	pensioner SICs	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscse	0	1	n/a	0	tax : sic : self-employed	social contribution on self employment income	-	-	-		-	social contribution on self employment income		SIC self-employed social contribution (cotizacion social del trabajador autonomo)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscse_s	1	1	n/a	1E-13	tax : sic : self-employed : simulated	self-employed SICs	self-employed SIC (total)	-	self-employed social insurance contributions (total)	tax : sic : self-employed : simulated	-	Self-employed SICs	Social Insurance Contribution of self-employed (Odvod socialniho pojisteni podnikatele)	SIC self-employed social contribution (cotizacion social del trabajador autonomo)	-	-	self-employed SICs	-	-	-	-	-	-	-	-	-	tax : sic : self-employed : simulated	-	self employed SICs	self employed SICs	-	-	
	tscseac_s	1	1	n/a	0.0000000000001	tax : sic : self-employed : accident : simulated	-	-	-	-		-	-			-	-	-	Self empl SIC: Work injury insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
